main_champion,main_champion_games,counter_champion,delta,matchup_games
Caitlyn,,Lulu,2.60,212
Caitlyn,,Yuumi,-3.21,127
Cassiopeia,,Heimerdinger,-5.47,910
Cassiopeia,,Briar,-1.90,533
Cassiopeia,,Kog'Maw,-4.03,390
Cassiopeia,,Malzahar,-2.63,12705
Cassiopeia,,Xerath,-2.23,7372
Cassiopeia,,Nocturne,-3.04,102
Cassiopeia,,Garen,-1.65,822
Cassiopeia,,Zyra,-4.68,356
Cassiopeia,,Quinn,-2.52,469
Cassiopeia,,Veigar,-2.06,10947
Cassiopeia,,Olaf,-2.76,124
Cassiopeia,,Vel'Koz,-2.74,1664
Cassiopeia,,Naafiri,-2.87,4377
Cassiopeia,,Gwen,-1.24,1536
Cassiopeia,,Hwei,-2.33,6339
Cassiopeia,,Yorick,-2.66,426
Cassiopeia,,Syndra,-2.37,13967
Cassiopeia,,Morgana,-1.74,1089
Cassiopeia,,Lux,-1.05,7648
Cassiopeia,,Jarvan IV,-2.65,122
Cassiopeia,,Gragas,-0.74,581
Cassiopeia,,Zac,0.29,181
Cassiopeia,,Brand,-1.47,1928
Cassiopeia,,Twisted Fate,-1.67,6294
Cassiopeia,,Zilean,0.33,350
Cassiopeia,,Fizz,-0.09,9075
Cassiopeia,,Neeko,-1.61,634
Cassiopeia,,Viktor,-0.47,14402
Cassiopeia,,Kayle,-0.23,590
Cassiopeia,,Anivia,-1.64,4167
Cassiopeia,,Annie,-1.28,2689
Cassiopeia,,Seraphine,-3.28,404
Cassiopeia,,Ziggs,-1.09,1512
Cassiopeia,,Tahm Kench,-0.02,169
Cassiopeia,,Ahri,-0.62,16109
Cassiopeia,,Karthus,-1.65,246
Cassiopeia,,Ornn,-1.90,101
Cassiopeia,,Twitch,-3.22,281
Cassiopeia,,Aurelion Sol,-0.07,2672
Cassiopeia,,Ekko,0.09,5170
Cassiopeia,,Zed,-0.99,12494
Cassiopeia,,Swain,1.31,1450
Cassiopeia,,Singed,4.81,310
Cassiopeia,,Draven,-3.14,125
Cassiopeia,,LeBlanc,-1.13,5669
Cassiopeia,,Pyke,-4.57,114
Cassiopeia,,Malphite,1.11,1244
Cassiopeia,,Galio,-0.23,6807
Cassiopeia,,Akali,-0.98,10152
Cassiopeia,,Qiyana,-2.63,2708
Cassiopeia,,Zoe,-0.88,3925
Cassiopeia,,Fiddlesticks,2.24,140
Cassiopeia,,Nunu & Willump,-1.18,336
Cassiopeia,,Kassadin,0.69,3566
Cassiopeia,,Illaoi,2.35,152
Cassiopeia,,Vladimir,1.58,7074
Cassiopeia,,Akshan,-0.42,3603
Cassiopeia,,Cho'Gath,0.83,880
Cassiopeia,,Talon,-0.29,2998
Cassiopeia,,Diana,1.28,6338
Cassiopeia,,Miss Fortune,-3.31,292
Cassiopeia,,Taliyah,-1.31,1730
Cassiopeia,,Kled,4.09,188
Cassiopeia,,Wukong,1.96,161
Cassiopeia,,Nasus,4.61,1643
Cassiopeia,,Renekton,2.68,303
Cassiopeia,,Nidalee,-2.94,107
Cassiopeia,,Teemo,2.54,680
Cassiopeia,,Gangplank,1.22,958
Cassiopeia,,Vex,2.61,6020
Cassiopeia,,Irelia,0.88,4730
Cassiopeia,,Tryndamere,5.01,628
Cassiopeia,,Kennen,3.13,543
Cassiopeia,,Aurora,0.74,3125
Cassiopeia,,Ambessa,3.06,360
Cassiopeia,,Katarina,1.61,10577
Cassiopeia,,Sion,3.63,1080
Cassiopeia,,Locke,0.58,10535
Cassiopeia,,Yasuo,1.18,16901
Cassiopeia,,Lissandra,2.88,6740
Cassiopeia,,Pantheon,3.89,1540
Cassiopeia,,Aatrox,1.14,241
Cassiopeia,,Yone,2.12,13953
Cassiopeia,,Kalista,2.86,108
Cassiopeia,,Orianna,-0.68,5197
Cassiopeia,,Varus,-1.46,398
Cassiopeia,,K'Sante,0.47,133
Cassiopeia,,Jhin,0.36,422
Cassiopeia,,Graves,0.07,174
Cassiopeia,,Ryze,0.57,7049
Cassiopeia,,Azir,-0.26,2678
Cassiopeia,,Sylas,2.82,15280
Cassiopeia,,Mel,-0.25,5971
Cassiopeia,,Rumble,3.99,198
Cassiopeia,,Mordekaiser,7.02,407
Cassiopeia,,Jayce,1.87,1125
Cassiopeia,,Caitlyn,-0.06,502
Cassiopeia,,Sett,7.47,325
Cassiopeia,,Kai'Sa,0.31,491
Cassiopeia,,Ashe,-0.91,291
Cassiopeia,,Riven,5.12,929
Cassiopeia,,Master Yi,4.50,269
Cassiopeia,,Vayne,3.81,240
Cassiopeia,,Ezreal,-0.93,934
Cassiopeia,,Dr. Mundo,4.70,301
Cassiopeia,,Viego,5.26,330
Cassiopeia,,Tristana,4.20,1385
Cassiopeia,,Vi,5.86,131
Cassiopeia,,Smolder,4.02,800
Cassiopeia,,Karma,4.58,244
Cassiopeia,,Fiora,8.68,117
Cassiopeia,,Xin Zhao,7.94,337
Cassiopeia,,Zaahen,6.79,122
Cassiopeia,,Shen,8.59,122
Cassiopeia,,Lucian,0.54,364
Cassiopeia,,Darius,8.28,131
Cassiopeia,,Lee Sin,4.66,192
Cassiopeia,,Urgot,10.35,102
Cassiopeia,,Corki,7.08,472
Cassiopeia,,Jax,13.25,139
Camille,,Taric,-3.66,7213
Camille,,Janna,-3.09,15424
Camille,,Poppy,-1.84,39701
Camille,,Rell,-1.78,18178
Camille,,Renata Glasc,-2.84,4012
Camille,,Braum,-2.21,18766
Camille,,Rakan,-2.71,14486
Camille,,Leona,-1.02,49334
Camille,,Nami,-1.57,31225
Camille,,Milio,-1.33,20085
Camille,,Sona,-0.78,12772
Camille,,Maokai,-1.06,10529
Camille,,Thresh,-0.85,62347
Camille,,Galio,-1.08,7968
Camille,,Lulu,-2.15,34736
Camille,,Alistar,-1.22,23205
Camille,,Soraka,-0.51,19815
Camille,,Zilean,-0.39,12405
Camille,,Tahm Kench,-1.40,18559
Camille,,Nautilus,-1.27,53953
Camille,,Fiddlesticks,-1.03,3186
Camille,,Annie,-0.87,1637
Camille,,Amumu,0.74,3405
Camille,,Quinn,-2.00,506
Camille,,Zyra,0.69,14997
Camille,,Seraphine,0.36,52977
Camille,,Teemo,0.41,5924
Camille,,Brand,0.20,19851
Camille,,Pantheon,-0.49,37682
Camille,,Blitzcrank,0.42,30174
Camille,,Zaahen,-3.33,391
Camille,,Twisted Fate,-0.67,1470
Camille,,Shen,0.82,22119
Camille,,Sejuani,-0.78,628
Camille,,Morgana,1.48,31619
Camille,,Shaco,0.75,10151
Camille,,Qiyana,-2.40,626
Camille,,Senna,1.78,30234
Camille,,Karma,0.17,24769
Camille,,Ornn,-2.66,520
Camille,,Rammus,1.75,1234
Camille,,Swain,0.31,21885
Camille,,Hwei,1.50,3710
Camille,,Ivern,-0.90,861
Camille,,Evelynn,0.82,232
Camille,,Lux,1.52,62613
Camille,,Kennen,0.12,516
Camille,,Zac,0.97,1830
Camille,,Vel'Koz,2.29,16775
Camille,,Jarvan IV,0.72,3029
Camille,,Gragas,-0.04,1895
Camille,,Cho'Gath,-1.21,1619
Camille,,Sion,1.61,2042
Camille,,Bard,0.84,24009
Camille,,Elise,2.28,3035
Camille,,Kayn,-4.06,130
Camille,,LeBlanc,1.94,5294
Camille,,Malphite,-0.25,5687
Camille,,Xerath,2.80,21341
Camille,,Jax,-0.36,2506
Camille,,Pyke,1.18,44572
Camille,,Ekko,0.01,605
Camille,,Sylas,1.60,11770
Camille,,Neeko,0.77,10203
Camille,,Sett,0.09,2543
Camille,,Nidalee,1.19,1308
Camille,,Vex,0.47,852
Camille,,Lissandra,1.55,1615
Camille,,Vi,1.00,1971
Camille,,Nunu & Willump,-0.04,1150
Camille,,Singed,0.70,1057
Camille,,Orianna,-2.35,402
Camille,,Viego,-1.43,362
Camille,,Veigar,1.78,4437
Camille,,Yuumi,1.05,28099
Camille,,Viktor,-0.29,395
Camille,,Master Yi,0.64,642
Camille,,Ahri,1.56,1008
Camille,,Volibear,-2.97,341
Camille,,Skarner,2.03,1984
Camille,,Heimerdinger,3.04,1944
Camille,,Urgot,-1.19,235
Camille,,Anivia,2.11,2990
Camille,,Dr. Mundo,0.77,555
Camille,,Taliyah,2.04,801
Camille,,Zoe,2.26,3875
Camille,,Wukong,2.93,743
Camille,,Syndra,3.47,1476
Camille,,Briar,1.00,674
Camille,,Xin Zhao,1.11,461
Camille,,Fizz,3.57,775
Camille,,Nocturne,0.98,138
Camille,,Malzahar,2.44,1121
Camille,,Trundle,1.95,871
Camille,,Ambessa,-2.69,180
Camille,,Kayle,2.82,246
Camille,,Rumble,0.93,327
Camille,,Fiora,0.41,206
Camille,,Locke,1.42,1354
Camille,,Ashe,2.41,5802
Camille,,Diana,0.18,319
Camille,,Mordekaiser,-0.63,682
Camille,,Darius,-0.05,714
Camille,,Tryndamere,-2.99,221
Camille,,Udyr,0.15,113
Camille,,Karthus,3.03,348
Camille,,Garen,-2.33,356
Camille,,Rek'Sai,5.05,204
Camille,,Aurelion Sol,5.55,501
Camille,,Kled,3.84,324
Camille,,Gnar,-1.10,126
Camille,,Warwick,1.74,257
Camille,,Talon,1.51,147
Camille,,Kog'Maw,5.46,324
Camille,,Rengar,1.63,864
Camille,,Jayce,3.66,681
Camille,,Akali,-0.76,309
Camille,,K'Sante,0.71,641
Camille,,Zed,2.20,1151
Camille,,Cassiopeia,2.30,219
Camille,,Aatrox,1.43,662
Camille,,Aurora,1.41,202
Camille,,Yone,-2.19,540
Camille,,Nasus,1.21,582
Camille,,Twitch,2.02,3105
Camille,,Mel,3.13,16058
Camille,,Ziggs,6.77,1731
Camille,,Lee Sin,3.45,2384
Camille,,Lucian,-5.75,121
Camille,,Miss Fortune,3.70,2779
Camille,,Yasuo,2.29,897
Camille,,Ezreal,3.07,2194
Camille,,Kai'Sa,1.60,372
Camille,,Ryze,2.15,107
Camille,,Jhin,4.39,883
Camille,,Akshan,3.37,267
Camille,,Naafiri,5.53,491
Camille,,Illaoi,3.90,243
Camille,,Katarina,5.81,484
Camille,,Olaf,4.15,141
Camille,,Yorick,7.53,281
Camille,,Renekton,4.20,167
Camille,,Caitlyn,2.70,414
Camille,,Varus,4.73,320
Camille,,Riven,5.79,265
Camille,,Gangplank,1.30,169
Camille,,Bel'Veth,6.08,101
Camille,,Vayne,6.24,258
Camille,,Azir,4.12,134
Camille,,Smolder,5.74,148
Camille,,Tristana,6.66,168
Camille,,Jinx,6.93,171
Cho'Gath,,Nocturne,-5.69,262
Cho'Gath,,Mordekaiser,-3.80,35751
Cho'Gath,,Dr. Mundo,-3.97,19444
Cho'Gath,,Zyra,-6.79,145
Cho'Gath,,Sett,-3.13,29933
Cho'Gath,,Kled,-1.95,4440
Cho'Gath,,Zilean,-1.65,852
Cho'Gath,,Illaoi,-1.35,13841
Cho'Gath,,Ornn,-1.47,8942
Cho'Gath,,Yone,-2.49,24745
Cho'Gath,,Gwen,-3.79,10718
Cho'Gath,,Urgot,-0.70,9335
Cho'Gath,,Zeri,-5.30,105
Cho'Gath,,Kassadin,-0.71,327
Cho'Gath,,Kayle,-0.50,7945
Cho'Gath,,Vel'Koz,-0.56,324
Cho'Gath,,Kog'Maw,-1.92,372
Cho'Gath,,Tahm Kench,-1.47,8655
Cho'Gath,,Brand,-1.52,1374
Cho'Gath,,Yorick,0.13,28368
Cho'Gath,,Singed,1.12,7439
Cho'Gath,,Nasus,0.77,22431
Cho'Gath,,Aatrox,-1.73,14512
Cho'Gath,,Kayn,-3.47,1545
Cho'Gath,,Vayne,-2.58,11623
Cho'Gath,,Zac,0.65,982
Cho'Gath,,Naafiri,-0.42,1219
Cho'Gath,,Zaahen,-1.21,8570
Cho'Gath,,Shen,-0.22,9988
Cho'Gath,,Morgana,-1.77,499
Cho'Gath,,Fiora,-1.60,10701
Cho'Gath,,Anivia,0.02,1292
Cho'Gath,,Lillia,-5.31,282
Cho'Gath,,Kalista,-2.49,535
Cho'Gath,,Viktor,-0.07,528
Cho'Gath,,Tryndamere,0.40,12945
Cho'Gath,,LeBlanc,-1.25,211
Cho'Gath,,Ambessa,-1.87,7806
Cho'Gath,,Udyr,-2.24,1274
Cho'Gath,,Zed,1.33,1156
Cho'Gath,,Sylas,-0.24,4201
Cho'Gath,,Viego,-2.80,396
Cho'Gath,,Poppy,0.35,2374
Cho'Gath,,Trundle,-0.33,7545
Cho'Gath,,Heimerdinger,1.27,8157
Cho'Gath,,Draven,-2.62,306
Cho'Gath,,Rek'Sai,1.43,204
Cho'Gath,,Garen,2.15,28725
Cho'Gath,,Volibear,0.36,11663
Cho'Gath,,Warwick,2.25,4223
Cho'Gath,,Gnar,-1.03,8680
Cho'Gath,,Teemo,2.53,29589
Cho'Gath,,Olaf,0.86,7214
Cho'Gath,,Irelia,0.38,9105
Cho'Gath,,Ekko,-1.37,499
Cho'Gath,,Smolder,-3.34,1207
Cho'Gath,,Bel'Veth,-6.42,187
Cho'Gath,,Syndra,3.39,200
Cho'Gath,,Malzahar,1.76,2128
Cho'Gath,,Ahri,3.83,501
Cho'Gath,,Lulu,-5.58,127
Cho'Gath,,Camille,0.56,5653
Cho'Gath,,Sejuani,1.56,607
Cho'Gath,,Quinn,1.80,2493
Cho'Gath,,Aurora,0.54,954
Cho'Gath,,Sion,1.83,9879
Cho'Gath,,Renekton,2.03,13930
Cho'Gath,,Wukong,3.12,2221
Cho'Gath,,Swain,0.85,1971
Cho'Gath,,Kai'Sa,-1.52,616
Cho'Gath,,Aurelion Sol,2.69,459
Cho'Gath,,Galio,1.33,675
Cho'Gath,,Varus,0.01,1869
Cho'Gath,,Darius,1.48,26341
Cho'Gath,,Maokai,1.78,1189
Cho'Gath,,Ryze,0.78,1206
Cho'Gath,,K'Sante,-1.58,6156
Cho'Gath,,Gragas,1.04,4248
Cho'Gath,,Cassiopeia,1.48,1099
Cho'Gath,,Akali,1.80,6032
Cho'Gath,,Zoe,3.25,205
Cho'Gath,,Gangplank,2.72,14992
Cho'Gath,,Senna,0.45,313
Cho'Gath,,Xin Zhao,1.73,888
Cho'Gath,,Rumble,0.42,4027
Cho'Gath,,Lissandra,4.16,734
Cho'Gath,,Karthus,1.10,220
Cho'Gath,,Pantheon,2.79,7264
Cho'Gath,,Rammus,-0.08,182
Cho'Gath,,Hwei,4.95,250
Cho'Gath,,Jhin,-0.10,445
Cho'Gath,,Katarina,1.60,401
Cho'Gath,,Briar,4.05,1083
Cho'Gath,,Jax,3.54,16457
Cho'Gath,,Veigar,3.90,800
Cho'Gath,,Yasuo,1.85,10259
Cho'Gath,,Azir,3.17,277
Cho'Gath,,Master Yi,0.81,2458
Cho'Gath,,Talon,-0.17,137
Cho'Gath,,Fizz,1.94,392
Cho'Gath,,Shaco,-0.30,672
Cho'Gath,,Karma,1.51,371
Cho'Gath,,Malphite,5.37,21842
Cho'Gath,,Tristana,0.14,604
Cho'Gath,,Graves,0.52,714
Cho'Gath,,Rengar,-1.06,739
Cho'Gath,,Vladimir,3.20,2516
Cho'Gath,,Kennen,3.68,4205
Cho'Gath,,Jayce,1.94,8197
Cho'Gath,,Vex,5.07,138
Cho'Gath,,Akshan,4.42,411
Cho'Gath,,Riven,2.44,6601
Cho'Gath,,Vi,0.52,416
Cho'Gath,,Ivern,1.39,214
Cho'Gath,,Fiddlesticks,5.60,990
Cho'Gath,,Ezreal,-2.91,302
Cho'Gath,,Lux,4.24,296
Cho'Gath,,Twisted Fate,3.16,703
Cho'Gath,,Ziggs,3.36,164
Cho'Gath,,Ashe,0.89,735
Cho'Gath,,Shyvana,2.47,569
Cho'Gath,,Annie,6.87,225
Cho'Gath,,Locke,1.24,1899
Cho'Gath,,Miss Fortune,-1.50,143
Cho'Gath,,Skarner,0.82,405
Cho'Gath,,Elise,6.03,174
Cho'Gath,,Qiyana,5.80,268
Cho'Gath,,Soraka,1.99,122
Cho'Gath,,Jarvan IV,1.67,245
Cho'Gath,,Alistar,2.55,264
Cho'Gath,,Caitlyn,3.49,782
Cho'Gath,,Diana,6.30,321
Cho'Gath,,Lee Sin,2.20,513
Cho'Gath,,Neeko,8.22,213
Cho'Gath,,Mel,4.56,289
Cho'Gath,,Corki,6.58,158
Cho'Gath,,Xerath,8.38,100
Cho'Gath,,Nautilus,7.08,257
Cho'Gath,,Lucian,4.60,207
Cho'Gath,,Nidalee,5.56,181
Cho'Gath,,Amumu,2.49,112
Cho'Gath,,Taric,6.81,106
Cho'Gath,,Leona,3.13,133
Cho'Gath,,Thresh,6.76,133
Corki,,Heimerdinger,-4.64,198
Corki,,Veigar,-1.67,2817
Corki,,Viego,-3.57,265
Corki,,Zyra,-3.32,186
Corki,,Kog'Maw,-2.11,2221
Corki,,Karthus,-0.11,636
Corki,,Vladimir,-1.89,739
Corki,,Seraphine,-0.02,2913
Corki,,Smolder,-1.47,6211
Corki,,Olaf,-0.48,118
Corki,,Swain,0.15,1420
Corki,,Tahm Kench,0.65,317
Corki,,Senna,-0.66,2732
Corki,,Hwei,0.26,1593
Corki,,Vel'Koz,-0.15,825
Corki,,Ziggs,-0.51,5347
Corki,,Xayah,-1.24,4714
Corki,,Brand,0.43,1163
Corki,,Xerath,0.31,3151
Corki,,Naafiri,-1.39,109
Corki,,Aurelion Sol,1.42,687
Corki,,Jinx,-0.23,14624
Corki,,Caitlyn,-2.15,21835
Corki,,Zeri,-0.44,3671
Corki,,Ahri,-1.00,209
Corki,,Miss Fortune,-0.59,17137
Corki,,Viktor,0.61,4084
Corki,,Katarina,1.51,972
Corki,,Sivir,-0.58,4569
Corki,,Aurora,-2.23,125
Corki,,Ashe,-0.55,9508
Corki,,Twitch,0.93,6899
Corki,,Lux,2.32,1436
Corki,,Master Yi,2.25,167
Corki,,Jhin,-0.33,19820
Corki,,Kalista,-1.24,2262
Corki,,Draven,-0.84,4320
Corki,,Syndra,0.29,3260
Corki,,Taliyah,-1.71,312
Corki,,Teemo,2.18,355
Corki,,Aphelios,0.43,4895
Corki,,Zed,-0.46,101
Corki,,Yunara,-0.02,7593
Corki,,Vayne,0.97,7203
Corki,,Tristana,1.40,13557
Corki,,Kai'Sa,0.64,28028
Corki,,Annie,0.68,112
Corki,,Nilah,3.98,1559
Corki,,Cassiopeia,-0.06,524
Corki,,Lucian,0.04,11659
Corki,,Vex,1.12,105
Corki,,Cho'Gath,-1.55,103
Corki,,Samira,2.10,7834
Corki,,Yasuo,3.23,2555
Corki,,Ezreal,-1.09,18189
Corki,,Anivia,1.08,188
Corki,,Malzahar,3.85,573
Corki,,Fiora,4.63,131
Corki,,Varus,-0.46,2961
Corki,,Akshan,2.11,206
Corki,,Morgana,2.52,125
Corki,,Mel,2.36,4232
Corki,,Irelia,3.74,197
Corki,,Twisted Fate,1.79,219
Corki,,Lissandra,2.94,100
Corki,,Yone,6.49,397
Corki,,Sylas,2.82,286
Corki,,Orianna,3.14,124
Corki,,Locke,3.91,291
Corki,,Sion,6.58,141
Corki,,Jayce,6.52,150
Corki,,Akali,11.20,114
Diana,,Nocturne,-9.46,304
Diana,,Tahm Kench,-9.20,522
Diana,,Tryndamere,-6.52,1826
Diana,,Maokai,-10.42,103
Diana,,Nasus,-5.06,3248
Diana,,Illaoi,-6.52,656
Diana,,Olaf,-7.05,248
Diana,,Briar,-3.79,1388
Diana,,Singed,-1.89,753
Diana,,Mordekaiser,-3.59,1701
Diana,,Sett,-3.43,1375
Diana,,Sion,-4.84,2356
Diana,,Garen,-3.74,2572
Diana,,Kled,-3.14,468
Diana,,Warwick,-5.01,219
Diana,,Gwen,-3.00,4479
Diana,,Heimerdinger,-1.40,3130
Diana,,Dr. Mundo,-5.59,716
Diana,,Renekton,-2.89,1391
Diana,,Poppy,-4.20,169
Diana,,Zac,-1.84,372
Diana,,Shen,-3.16,400
Diana,,Zaahen,-4.84,386
Diana,,Veigar,-1.58,32589
Diana,,Swain,-1.65,3669
Diana,,Ambessa,-1.78,1122
Diana,,Galio,-3.09,21967
Diana,,Gragas,-1.37,1595
Diana,,Morgana,-1.92,3272
Diana,,Volibear,-3.83,531
Diana,,Wukong,-1.43,457
Diana,,Kayle,-0.77,1375
Diana,,Ornn,-3.11,281
Diana,,Yasuo,-3.08,47482
Diana,,Riven,-1.84,2583
Diana,,Xin Zhao,-1.61,1020
Diana,,Jax,-2.53,613
Diana,,Gangplank,-2.15,2540
Diana,,Fiora,-0.61,361
Diana,,Darius,-2.65,623
Diana,,Xerath,0.40,17705
Diana,,Lux,-0.21,22765
Diana,,Kog'Maw,-0.73,899
Diana,,Yorick,-1.15,1101
Diana,,Malzahar,0.45,36457
Diana,,Hwei,-0.61,14640
Diana,,Irelia,-1.72,13547
Diana,,Lissandra,-0.56,18372
Diana,,Vi,-2.04,403
Diana,,Vel'Koz,-0.30,3930
Diana,,Viktor,0.18,30227
Diana,,Cho'Gath,-0.70,2372
Diana,,Aatrox,-2.10,667
Diana,,Ekko,-0.29,16252
Diana,,Urgot,-0.83,384
Diana,,Vex,0.56,19300
Diana,,Ahri,-0.07,45805
Diana,,Pantheon,0.94,5090
Diana,,Vladimir,0.31,15972
Diana,,Brand,0.05,5319
Diana,,Elise,-0.95,126
Diana,,Aurelion Sol,-0.09,7293
Diana,,Kassadin,-0.34,9212
Diana,,Teemo,0.87,1921
Diana,,Syndra,0.25,27335
Diana,,Malphite,0.74,3608
Diana,,Sylas,-1.07,38160
Diana,,Yone,-0.42,40925
Diana,,Quinn,1.52,1290
Diana,,Rumble,0.30,496
Diana,,Kennen,1.59,1354
Diana,,Zilean,2.51,955
Diana,,Neeko,0.26,1799
Diana,,Soraka,-6.44,122
Diana,,Fizz,2.24,34939
Diana,,Anivia,0.31,7958
Diana,,Seraphine,-1.34,1132
Diana,,Master Yi,0.10,771
Diana,,Akali,-0.57,32794
Diana,,Ziggs,0.87,4271
Diana,,Taliyah,-1.52,3766
Diana,,Udyr,-4.18,156
Diana,,Twisted Fate,1.25,14949
Diana,,Gnar,-2.87,179
Diana,,Karthus,0.38,653
Diana,,Karma,-1.43,665
Diana,,Fiddlesticks,2.97,391
Diana,,Samira,-4.30,205
Diana,,Cassiopeia,-1.30,6338
Diana,,Trundle,-0.42,193
Diana,,Viego,0.67,936
Diana,,Kalista,1.86,265
Diana,,Draven,-1.21,272
Diana,,Miss Fortune,-2.43,871
Diana,,Talon,0.81,8947
Diana,,Zed,1.23,43998
Diana,,Kindred,-3.17,118
Diana,,Vayne,0.39,677
Diana,,Locke,0.54,33749
Diana,,Aurora,1.15,8919
Diana,,Zoe,0.89,10576
Diana,,Ryze,-0.56,9951
Diana,,Camille,0.87,258
Diana,,Sejuani,1.48,170
Diana,,Jinx,-0.56,181
Diana,,Akshan,1.59,9336
Diana,,LeBlanc,1.70,18821
Diana,,Annie,2.95,8462
Diana,,Naafiri,3.12,15112
Diana,,K'Sante,0.56,422
Diana,,Varus,-1.18,1097
Diana,,Jayce,1.11,2382
Diana,,Azir,-0.51,6689
Diana,,Jarvan IV,2.91,296
Diana,,Katarina,2.78,42817
Diana,,Nunu & Willump,1.59,716
Diana,,Zyra,2.95,1019
Diana,,Sivir,-3.48,168
Diana,,Pyke,-0.50,288
Diana,,Caitlyn,0.00,1361
Diana,,Orianna,0.55,11063
Diana,,Mel,0.28,17418
Diana,,Aphelios,1.02,239
Diana,,Tristana,2.15,3087
Diana,,Graves,1.50,374
Diana,,Kayn,3.29,212
Diana,,Ashe,-0.97,891
Diana,,Jhin,2.07,1037
Diana,,Zeri,1.96,197
Diana,,Twitch,2.53,707
Diana,,Shaco,0.78,196
Diana,,Yunara,-3.39,160
Diana,,Senna,-0.09,237
Diana,,Nidalee,1.36,268
Diana,,Qiyana,2.91,7727
Diana,,Lucian,-1.17,847
Diana,,Kai'Sa,1.93,1311
Diana,,Smolder,3.32,1788
Diana,,Ezreal,0.25,2418
Diana,,Lee Sin,2.69,507
Diana,,Corki,3.55,1002
Diana,,Lulu,2.22,113
Diana,,Nautilus,6.70,175
Diana,,Alistar,7.20,122
Diana,,Bel'Veth,5.55,108
Diana,,Blitzcrank,4.21,107
Darius,,Annie,-4.34,703
Darius,,Ahri,-2.51,1411
Darius,,Lissandra,-3.38,2341
Darius,,Vel'Koz,-3.30,965
Darius,,Teemo,-2.42,71861
Darius,,Dr. Mundo,-2.61,57501
Darius,,Kog'Maw,-3.87,959
Darius,,Wukong,-2.40,14609
Darius,,Yorick,-1.95,46366
Darius,,Azir,-3.80,766
Darius,,LeBlanc,-4.23,769
Darius,,Janna,-6.79,192
Darius,,Heimerdinger,-2.27,26105
Darius,,Brand,-2.90,4062
Darius,,Malzahar,-2.61,6257
Darius,,Sett,-1.25,96836
Darius,,Vayne,-3.81,40676
Darius,,Kayle,-0.86,26270
Darius,,Maokai,-2.83,4155
Darius,,Zoe,-1.50,582
Darius,,Quinn,-1.94,10551
Darius,,Veigar,-1.58,2331
Darius,,Volibear,-2.14,44198
Darius,,Syndra,-0.02,627
Darius,,Zilean,-0.35,2587
Darius,,Urgot,-0.58,29045
Darius,,Jax,-1.53,58429
Darius,,Malphite,-0.13,56228
Darius,,Ornn,0.01,24714
Darius,,Zed,0.08,3357
Darius,,Anivia,-0.45,4391
Darius,,Illaoi,0.51,41329
Darius,,Cho'Gath,-1.50,26341
Darius,,Neeko,-1.89,741
Darius,,Naafiri,-0.22,3525
Darius,,Varus,-3.25,6205
Darius,,Hwei,0.89,724
Darius,,Kennen,-1.75,14453
Darius,,Zeri,-4.12,288
Darius,,Rek'Sai,0.24,692
Darius,,Tahm Kench,-0.44,25219
Darius,,Nasus,1.49,65603
Darius,,Renekton,-0.38,47926
Darius,,Briar,0.29,3312
Darius,,Gangplank,-0.38,39244
Darius,,Diana,-2.34,929
Darius,,Singed,2.44,20773
Darius,,Jinx,-6.61,243
Darius,,Pantheon,-0.43,25020
Darius,,Garen,1.67,106030
Darius,,Aurora,-1.13,3668
Darius,,Zaahen,-0.01,25113
Darius,,Katarina,-1.64,827
Darius,,Akali,-0.72,20317
Darius,,Zyra,-1.96,454
Darius,,Mordekaiser,1.84,116420
Darius,,Warwick,1.87,13232
Darius,,Vex,0.62,391
Darius,,Kled,1.77,13339
Darius,,Ivern,-3.27,754
Darius,,Kassadin,1.79,614
Darius,,Talon,-3.18,366
Darius,,Elise,-0.01,579
Darius,,Ashe,-4.31,3427
Darius,,Sejuani,0.67,1831
Darius,,Vladimir,-0.53,8201
Darius,,Jayce,-1.95,26559
Darius,,Trundle,0.25,19705
Darius,,Shen,1.72,28150
Darius,,Senna,-1.32,1110
Darius,,Swain,-0.01,5645
Darius,,Ekko,-1.17,1240
Darius,,Aatrox,0.70,53591
Darius,,Riven,-1.32,21159
Darius,,Viktor,1.74,1586
Darius,,Zac,3.23,2674
Darius,,Aurelion Sol,2.19,1020
Darius,,Ziggs,-0.97,561
Darius,,Irelia,1.04,27904
Darius,,Gnar,0.06,27700
Darius,,Cassiopeia,0.56,3082
Darius,,Tryndamere,2.38,39112
Darius,,Fiddlesticks,2.04,2879
Darius,,Camille,0.92,16827
Darius,,Karma,-0.37,1314
Darius,,Yone,2.32,69188
Darius,,Xin Zhao,1.02,2608
Darius,,Shaco,-1.82,1972
Darius,,Morgana,1.49,1554
Darius,,Nocturne,2.42,787
Darius,,Master Yi,-0.28,7169
Darius,,Ryze,0.83,3891
Darius,,Fiora,1.75,29137
Darius,,Fizz,0.80,1007
Darius,,Sion,2.70,28273
Darius,,Gragas,1.13,12961
Darius,,Nidalee,-4.59,570
Darius,,Akshan,2.24,1070
Darius,,Caitlyn,-1.84,2683
Darius,,Alistar,-2.68,994
Darius,,Gwen,1.51,18989
Darius,,Lux,1.66,845
Darius,,Twisted Fate,0.18,1934
Darius,,Ambessa,1.29,25703
Darius,,Karthus,0.96,611
Darius,,Kayn,0.84,3650
Darius,,Rumble,0.48,10690
Darius,,Olaf,3.32,22618
